email,user_id,status,prefix,first_name,last_name,suffix,class_year,385611,385612,385613,385614,385615,385617,385618,385619,385620,385621,385622,385623,385624,385625,385626,385627,385628,385629,385630,385631,385632,385643,385644,385645,385646,385647,387560,387620,387627,387628,387629,387630,hr61-10,hr61-11,hr61-12,hr61-13,hr61-14,hr61-15,hr61-16,hr61-17,hr61-18,hr61-19,hr61-20,hr61-21,hr61-22,hr61-23,hr61-24,hr61-25,hr61-26,hr61-27,hr61-28,hr61-29,hr61-3,hr61-30,hr61-31,hr61-32,hr61-33,hr61-34,hr61-36,hr61-4,hr61-5,hr61-6,hr61-7,hr61-8,hr61-9
Cathy.Moreland@modolabs.com,2053612,Pending,,Cathy,Moreland,,1961,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,,1,1,1,1,1,,,,,1,1,1
Cathy.Nagatoshi@modolabs.com,2053741,Pending,,Cathy,Nagatoshi,,1961,,,,1,,1,1,,1,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cathy.North@modolabs.com,2053742,Pending,Dr.,Cathy,North,,1961,,,,1,,,,,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cathy.Ormsbee@modolabs.com,2054088,Pending,Mr.,Cathy,Ormsbee,,1961,,,,1,,,,,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cathy.Patt@modolabs.com,2054227,Pending,Dr.,Cathy,Patt,,1961,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cathy.Pforzheimer@modolabs.com,2054281,Pending,,Cathy,Pforzheimer,,,,,,1,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cathy.Quincy@modolabs.com,2054291,Pending,Mr.,Cathy,Quincy,,1961,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1
Cathy.Smith@modolabs.com,2054542,Pending,Mr.,Cathy,Smith,,1961,,,,1,,1,1,,1,,,,,,,,1,,,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cathy.Swamy@modolabs.com,2054557,Pending,Mr.,Cathy,Swamy,,1961,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1
Cathy.Tepfenhart@modolabs.com,2054563,Pending,Ms.,Cathy,Tepfenhart,,1961,,,,1,,1,1,,1,,,,,,,,1,,,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cathy.Winthrop@modolabs.com,2054575,Pending,Mr.,Cathy,Winthrop,,1961,,,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,1
Cathy.Yu@modolabs.com,2054583,Pending,Mr.,Cathy,Yu,,1961,,,1,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Charles.Adams@modolabs.com,2054591,Pending,Mrs.,Charles,Adams,,1961,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Charles.Akins@modolabs.com,2054597,Pending,Professor,Charles,Akins,,1961,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,1,1,1,,,
Charles.Amjad@modolabs.com,2054610,Pending,Mr.,Charles,Amjad,,1961,,1,,1,,,1,,,,,1,,1,,,1,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,1,1,1,1,1,1
modo.sdoe@gmail.com,2030096,Pending,Dr.,Shanon,Doe,,1961,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1
